To-Be Workshop- Demand - MRO Maintenance planning - Session 1 
jue, 10 de oct de 2024

2:27 - Conference Room (MM- SKEC2 - L08) - Speaker 1 Have a good night, everybody.
49:26 - Conference Room (MM- SKEC2 - L08) - Speaker 1 So you have different types of funds. So we have talked about CM, which looks at history, talked about PM, which looks at maintenance. Now, for turnaround or shutdown maintenance, generally, the best practice is to use project system, because it's a project in itself to execute. And then every project will have a different requirement in terms of labor, in terms of what Now, what we understand is Agnog is not using SAP PS, which means they are using the maintenance of work order as a project element. And for every turnaround maintenance or shutdown maintenance, you are defining a work order. And then that work order has all the required information on resources and the materials to be used for the turnaround. Now, since it's a turnaround maintenance with high lead time, you have this work order upfront in system, two years in advance, so that the better planning can happen for all those metrics, which means that when we are segmenting the demand between PM, CM, and then the turnaround, then we'll have to segment this work order types, and the specific work order types pushes demand to the specific maintenance activity, and then we pull it all together to give a common demand. That's what should be the strategy. Commend using the project system. So that's the best practice.

50:53 - Vignesh Perumal (ADNOC Group D&CS) Hello, can you hear me? Yeah, yeah, see call it the what we we had this discussion last week with the maintenance team. Currently they are having an issue. They don't use plan. First of all, they don't use plant systems OK for for the turnaround or shutdowns. They don't use it, but we have noticed in SAP HANA with the new release, even when they are using a work order, they are able to use in the components tab, they have one field called a special stock indicator. So when they use that special stock as two, basically it means a project stock. It works as if you know how ES will generate a requirement. You don't need to really because they don't want to lose all the functionalities of the maintenance module. So they can create still a work order. This is not formalized yet, but probably this may be we are discussing with the business. They can use this in the components wherever they are having a turnaround or shutdown related work orders. They will have to use two as the special stock indicator so that all the materials when the reservation gets created will be reserved under the WBS as a product. And even when MRP will run, this will end up creating a planned order or a requisition with the account assignment queue. That is a, you know, it's a special stock indicator. This is I'm just telling you this just for informatory purpose. Will not implement PS, but in the work order there is a provision to do this.

52:30 - Conference Room (MM- SKEC2 - L08) - Speaker 1 So probably and then I think we have a comment in the chat that they are using TS for their turnaround.

52:40 - Conference Room (MM- SKEC2 - L08) - Speaker 2 So actually in our case also we are using but it's very very few work orders this is PM05 I believe so we are using it but not all because there are some reasons for that for example the integrity work orders when the integrity they raise the work orders it is coming to the planner or the planning engineers he will decide whether this job will go to the turnaround or it will be done by the frontline maintenance this categorization he is the person So if it has to go to turnaround, he has to just ask for the same work order. Otherwise, he has to cancel, and then he has to ask Integrity to raise the other work order. And then they will say that why we had to do the duplicate of the job. So that is one of the reasons.

53:19 - Conference Room (MM- SKEC2 - L08) - Speaker 3 So we can take that as a filter.

53:21 - Conference Room (MM- SKEC2 - L08) - Speaker 1 So special stock, so one is an order type. And then from an order type, you get the components. And the components have special stock indicator, which allows them to be reserved for that specific order which means that you can issue that matter only that for that order. No one else can consume that much. Yeah.

53:40 - Conference Room (MM- SKEC2 - L08) - Speaker 5 I don't know if we talk about this now or later, but we have addressed mainly the component requirements. We haven't talked about resources. Do you plan resources? What is the approach that you take?

53:55 - Conference Room (MM- SKEC2 - L08) - Speaker 2 So normally they are the shutdown When they are doing the assessment of those jobs accordingly, they will decide that how many resources they required for the offshore. Normally they are in the maintenance parties and along with that one additional manpower will come. But what additional manpower has to do with your demand?

54:14 - Conference Room (MM- SKEC2 - L08) - Speaker 1 So essentially the IBP has two planning components. We can do the planning of material and we can also do the planning of resources. So we also want to understand. In all as the sessions we've never heard about any planning of resources. Want to consider resources as one of the requirements in terms of planning or we focus only on the materials?

54:35 - Conference Room (MM- SKEC2 - L08) - Speaker 2 I think that you can plan for the resources because it depends on the scope of the work.

54:39 - Conference Room (MM- SKEC2 - L08) - Speaker 7 I think it's a question the users. This is another big channel.

54:43 - Conference Room (MM- SKEC2 - L08) - Speaker 4 We should focus on the materials. But we just want to make sure that.

54:56 - Conference Room (MM- SKEC2 - L08) - Speaker 1 It's the requirement that resources will not be used for planning and will focus the planning as material planning.

55:05 - Conference Room (MM- SKEC2 - L08) - Speaker 8 That has the capability to plan the resources. So this is why you.

55:08 - Conference Room (MM- SKEC2 - L08) - Speaker 1 Yes.

55:09 - Unidentified Speaker OK.

55:10 - Conference Room (MM- SKEC2 - L08) - Speaker 6 But what about the CL?

55:14 - Conference Room (MM- SKEC2 - L08) - Speaker 1 Resources will be planned only for the turnaround.

55:18 - Conference Room (MM- SKEC2 - L08) - Speaker 2 Because you are having regular manpower there.

55:21 - Conference Room (MM- SKEC2 - L08) - Speaker 6 But let them plan it. You verify your plan. What's the issue? System facilitates your part of the planning, you verify it.

55:26 - Conference Room (MM- SKEC2 - L08) - Speaker 7 But some companies, they have their own departments.

55:30 - Conference Room (MM- SKEC2 - L08) - Speaker 2 What is the basis of their plan? Their plan will be the basis of the history. But every time, our shutdown durations and manpower are changed because of this.

55:38 - Conference Room (MM- SKEC2 - L08) - Speaker 6 No, I don't think shutdown they are taking from the history.

55:41 - Conference Room (MM- SKEC2 - L08) - Speaker 2 Are you? Then how they will plan for the resources without knowing the scope?

55:44 - Conference Room (MM- SKEC2 - L08) - Speaker 1 No, no. We are not referring to history.

55:46 - Conference Room (MM- SKEC2 - L08) - Speaker 2 We are referring to history only for CN. Okay. What about resources you are saying for the shutdown?

55:51 - Conference Room (MM- SKEC2 - L08) - Speaker 1 It again goes back to using the project system model where in the project system you can forecast the material and the resources required for execution of that project along with the budgeting aspect of it.

56:07 - Conference Room (MM- SKEC2 - L08) - Speaker 2 So in that case if I am putting the resources then what you guys are doing it?

56:12 - Conference Room (MM- SKEC2 - L08) - Speaker 1 I am giving to you my resources.

56:20 - Conference Room (MM- SKEC2 - L08) - Speaker 9 You have something that you already know, right? So you have maintenance plan and maintenance activities and you know how much or how many resources you are going to use. Yeah, same for general. What about the corrective part?

56:31 - Conference Room (MM- SKEC2 - L08) - Speaker 2 I'm having my own existing manpower. I'm doing with that one as for the criticality.

56:37 - Conference Room (MM- SKEC2 - L08) - Speaker 6 Discussion is here with shut down. You are saying we are going to estimate or giving the resource level. We are trying to understand how that manpower resource is calculated by the system.

56:48 - Conference Room (MM- SKEC2 - L08) - Speaker 5 I understand that shutdown is a little bit more complex. Let's start with the basic, with CM, for example. I'm having my own dedicated manpower there.

56:55 - Conference Room (MM- SKEC2 - L08) - Speaker 2 I'm not bringing the manpower as for each job activities.

56:58 - Conference Room (MM- SKEC2 - L08) - Speaker 6 So each region we have our own plan.

56:59 - Conference Room (MM- SKEC2 - L08) - Speaker 1 Yeah, so that manpower is a fixed manpower which becomes your current capacity. Yeah. Right? That's the resource we have. Now, if we consider all the different maintenance requirements, including the, what we call the turnaround maintenance, and you know what is you required, then essentially what IBP will allow you to do from a supply planning perspective to understand what are the constraints in terms of availability of resources. So if you have 10 people, fixed resources available, and then that 10 people are available say for next one year. And then if you consider all the different plannings what you have in that 10, one year horizon, then, and if that, if all those plans have resources assigned then you can look at that I have 10 resources, whether this 10 resources will be, how much this 10 resources will be able to cover to the total requirement, what additional resources I will need to add at an entirety level to make sure that if I add those resources, then my total resource requirement, along with the total material requirements completed, and I will be able to execute all the activities which I'm planning, including the turnaround.

58:07 - Conference Room (MM- SKEC2 - L08) - Speaker 2 Normally turnaround, you're handling the duration, fixed duration and all. Accordingly, they had to arrange the resources, whatever is required. Instead of one bar, they had to bring two maintenance barges. And in the offshore, you have to understand we are having the limited beds. It's not like onshore that you can bring thousands of people, bring the container, and do the shutdowns. There is limited bed space out there, existing manpower. We can have some additional manpower, 20, 30 people, than the existing code. And then for other resource requirement, they had to bring the maintenance barges.

58:37 - Conference Room (MM- SKEC2 - L08) - Speaker 6 Let's throw one more, just to reverse. Anybody from core team here? You're from court team?

58:43 - Unidentified Speaker Digital team.

58:45 - Conference Room (MM- SKEC2 - L08) - Speaker 10 OK.

58:45 - Conference Room (MM- SKEC2 - L08) - Speaker 6 Because existing, there is no at least Adnaga offshore. The contract manpower is not accounted in the SAP. But we have contract manpower. OK. Now, even that, whatever he says will be the direct hire only will be appearing in the SAP. How the SAP is going to justify what the manpower occurred, even I have the plan. We cannot justify. Very common. Unless you have a plan to touch with my contracting hours bringing it to the system.

59:10 - Conference Room (MM- SKEC2 - L08) - Speaker 1 Essentially like usually in refining also it is you know external manpower which is mostly used by it for turnarounds through you know service contracts to the vendors.

59:21 - Vignesh Perumal (ADNOC Group D&CS) If you are going to use external manpower which is you may have already agreed contracts right so in the work order you will put an activity and you can actually choose the service contract when you're creating the work order so that this will create a PR and then a call of order. Yes, it is working, yes.

59:50 - Conference Room (MM- SKEC2 - L08) - Speaker 6 No, Vignesh, I don't know where in which you are from, Adana Core or from this. Contract manpower is not fully automated in the system. Your point is right. Yes, the facility is supposed, but it's not implemented.

1:00:03 - Vignesh Perumal (ADNOC Group D&CS) Contract manpower means we are having a service line.

1:00:09 - Vignesh Perumal (ADNOC Group D&CS) service line costing Vignesh I know it can be you know transferred to the work order but the manpower estimate no I don't think so. Manpower means see the you are talking about the resources because see none of the contracts are actually created like that if you see all the contracts. Many are lump sum contracts. So see the thing is if the contracts are not created like that then there is not much anyway We will not go into that discussion now.

1:00:36 - Seba Bakr (ADNOC Refining - HQ) We've seen at a certain point that we have this option, but we noticed that it's not something that we can utilize properly, even if you break the lines and so on. It needs to be very drilled down to be able to use it eventually.

1:00:48 - Unidentified Speaker Yeah.

1:00:48 - Vignesh Perumal (ADNOC Group D&CS) See, if you want, feature is there. If the business wants to use it, I don't want to go into that discussion now. Feature is there if they want to use it. Then the data needs to be provided in such a way that it can be used or consumed by the EM module.

1:01:02 - Conference Room (MM- SKEC2 - L08) - Speaker 1 Exactly, yeah.

1:01:05 - Conference Room (MM- SKEC2 - L08) - Speaker 6 Today, as we mentioned, contractor manpower is not linked to the HR system. Since it's not linked to the HR or mini-HR, whatever they call it, it's not coming to the resource part. In this case, how you are going to do the resource calculation? Talk to your back team and do it back or talk to the core team and tell us what's the plan. Maybe they can put a model also work in place if it does well and good.

1:01:35 - Conference Room (MM- SKEC2 - L08) - Speaker 8 There are prerequisites and I think we should not waste much time.

1:01:42 - Conference Room (MM- SKEC2 - L08) - Speaker 1 We are not ready at this point of time to utilize the feature of resource management from IBP. So let us agree.

1:01:53 - Conference Room (MM- SKEC2 - L08) - Speaker 6 Ultimately you guys are talking to the core team, correct?

1:01:59 - Conference Room (MM- SKEC2 - L08) - Speaker 6 managing the SAP entity or whatever the SAP issues anything yeah we are the we are promoting myself Ignatius this is what happening with many features but we are not using half of them what do you want from these guys please make this this my prerequisite this is done for a full functionality then you take up where we are our reality then we may go over face by face and at least core team is our this function to be made available for future enhancement and We have a full picture. This is that it is required is this can be done and today we cannot do it because of the lack of this. This this.

1:02:34 - Vignesh Perumal (ADNOC Group D&CS) That's the only quantification what we are liking. Can I just tell you one thing? Let's spark this resource, you know, planning for a totally different session. Let's not, you know, waste our time on this. We will discuss on this later on in a separate session. Thank you.

1:02:54 - Conference Room (MM- SKEC2 - L08) - Speaker 5 Yes, let's continue.

1:02:56 - Conference Room (MM- SKEC2 - L08) - Speaker 1 Let's focus on closing on tomorrow.

1:02:58 - Conference Room (MM- SKEC2 - L08) - Speaker 3 Yeah, just before we close.

1:03:00 - Conference Room (MM- SKEC2 - L08) - Speaker 8 So, one minute, sir. We want to hear from other group of companies. So we heard from offshore, from refining. Edna Gas or any other AGC, they want to say their input. Edna Gas.

1:03:14 - Conference Room (MM- SKEC2 - L08) - Speaker 4 No, I don't see anyone.

1:03:21 - Conference Room (MM- SKEC2 - L08) - Speaker 1 Sawagas?

1:03:25 - Avinash Rampaul (ADNOC Sour Gas – Projects & Technical Services) Okay, it's Sawagas here. Yeah, that would be nice. Okay, I think the discussion went in all different directions, but at least from our side, I think the example of Shorewoods, they are creating recorders and I think PM03 recorders for spare parts. In Sawagas, we are creating PM01 or PM04 and assigning the spare parts accordingly. With respect to the plant maintenance, some of our maintenance plans or tasks have materials already included. So, once it will quota is generated, the material reservation is created as well. So, this is the input from SAWGAS side.

1:04:00 - Conference Room (MM- SKEC2 - L08) - Speaker 8 I guess I'm not a guess anybody from Edna Gas.

1:04:08 - Conference Room (MM- SKEC2 - L08) - Speaker 8 I saw Sheikh SALEM, he raised his hand is it is still there. I think he had a few questions.

1:04:19 - Conference Room (MM- SKEC2 - L08) - Speaker 4 who's on hold?

1:04:20 - Unidentified Speaker Okay.

1:04:21 - Conference Room (MM- SKEC2 - L08) - Speaker 2 I have a question about the demand forecast.

1:04:26 - Conference Room (MM- SKEC2 - L08) - Speaker 7 For example, I have demand forecast, then I procure the item, then material received, it's an inventory warehouse. Is there any connection between the forecast and inventory optimization? For example, if next cycle came, for example, another activity came for same the same unit or same activity. So your second forecast does like read or has any connection between the available inventory or, you know, many, many of the activities are shut down. They don't issue the material. They don't, like, utilize it. So we end up with high inventory. So is there any connection between the forecast and the inventory optimization or it's like history repeated once again?

1:05:16 - Conference Room (MM- SKEC2 - L08) - Speaker 5 I think, yeah, I can address that. So I'm going to answer this question from the leading practice, okay, from the best practice. So the inventory optimization addresses only the corrective maintenance, because that's the part, that's the component that has created uncertainty, right? The preventive, the PM is not subject at least in theory, to any uncertain because it's for sure you will perform this activity. Whereas a corrective maintenance is not for sure if the equipment fails or something happens. So again, inventory optimization is to address the corrective. Now, what happens, like coming to your question, what happens if you plan something, okay, I'm gonna buy stock, I'm gonna, yeah, to, address this corrective forecast and it doesn't happen. The equipment doesn't fail or the activity is not performed. Well, for the next cycle, you will have another forecast, but you already have stock, so you won't buy it. You won't buy anymore. But of course, there is a cost here. There is a cost involved in keeping this stock in the storage location. For that, the best is to have an accurate forecast, and that's what the system can help us at creating an accurate forecast. But in terms of, I don't know if that answered your question, I read some of the requirements and it was more like when someone requests stock and they buy it, they purchase it, and then it's not used.

1:07:05 - Conference Room (MM- SKEC2 - L08) - Speaker 1 There are also, another aspect to this is you are proposing practice to have a collaboration meeting at a demand level. Now, when the demand is forecasted through different algorithms and you have a visibility of what is my final demand, this monthly collaborative meeting should address all these such questions that what was my forecast based upon my forecast, where am I moving, whether I'm going below my forecast or whether I'm consuming more than my forecast. Why am I consuming more? Why the forecast was not correct? Or why am I not consuming and I'm planning the inventory. So all those discussions are generally part of this demand planning meeting, where all the required stakeholders are part of those discussions. And then this gets discussed over and over again, which creates a sensitization in the company that I should be forecasting what is required. Once people know that this is getting tracked over and over again, I'm putting a forecast and I'm creating a log of what is happening between versus forecast natural. And if I highlight this over and over again, it creates a culture in the organization and helps us address the issue which are not systematic in nature, but more cultural in nature or more human dependent.

1:08:28 - Vignesh Perumal (ADNOC Group D&CS) I have I have one question here. See from from all this discussion that is happening, they are saying that probably in some cases, I think Sorgas is saying that in the maintenance plan, they are actually having the components and they are including it. But most of them, they are relying on their experience to create these type of work orders directly, which is not included in this maintenance plan. So what does it mean for AdNoc? So all these will be considered like a corrective and we will relying on our historical consumption to start forecasting. It's not forecasting. Basically, are we going to rely on completely our consumption data to come up with the replenishment proposal? Is this what we will end up doing finally? Because see, what they are trying to say is they are not utilizing fully the functionality of maintenance plan. Probably they do not have have all the task list with the components scheduled in the main term. If it was assumed that there was an equipment and there is a maintenance plan for that and a maintenance is planned, it may be twice in a year, right? Assume that there is a schedule for the work orders to be created. This, if you have all this in the maintenance plan, you are clear on this date. There is this going to be this maintenance and you have this information which you will use for your forecast based model. You don't have that, they are creating work orders based on their experience or corrective. So does that mean we will go and start relying on the consumption-based inventory consumption to start replenishing? That is what happens even now, right?

1:10:20 - Conference Room (MM- SKEC2 - L08) - Speaker 1 So probably to answer this, we should not be doing consumption-based planning for preventive maintenance. The reason is two. One of the requirement you have is to be able to have a long-term forecast in place so that you can optimize your procurement to long-term agreements. If we don't have a plan to correct the data what we have in system, we will not be able to optimize the outcome of planning from IVP and we will not be able to adopt the best practice. So we will have to come up with a strategy. And we understand this is something which cannot happen over a day or over a month. It would be an effort required from AdNoc perspective to make sure the correct data is available at the correct location as per the best practice so that we can utilize the tool to the maximum potential. So we may need a separate discussion to formalize a strategy on how AdNoc can come up with a plan to correct the maintenance plan. At the same time, what alternatives we can use an IVP site to have the similar outcome from IVP, it may not be as perfect as you are assigning a correct model to the maintenance plan. But one of the alternative, as we discussed, can be that you have a maintenance form and we can start forecasting based upon maintenance form for an equipment of the company. Or a function location for preventive maintenance to get to a similar outcome but then for sure there can be a risk of plan versus actual where you have a maintenance bomb you have 10 components assigned to maintenance bomb but in actual when the work order comes user based upon his experience may add 11 component or remove one of the component of maintenance plan bomb and then that becomes the fact so we are planning based upon the data we have in the system. This is what situation we have, Vignesh, at this point of time where we'll need to define a strategy on long-term maintenance, how this can be done, and then that strategy has to be adopted across all AGCs so that we have a consistent process across all AGCs when it comes to preventive maintenance or long-term planning.

1:12:43 - Vignesh Perumal (ADNOC Group D&CS) Thank you. I request only one thing, Khalid. See, it is good that they are giving the best practices, but somewhere, you know, in outcome of this design meetings, get this documented, you know, that this is the best practices. And in order for, you know, the optimal planning, probably the prerequisite would be to have these preventive maintenance plans, which are available. But yes, if we don't have, we are not going to stop the process, but we will put the risks involved also just document this, okay, Khalid, as part of

1:13:19 - Conference Room (MM- SKEC2 - L08) - Speaker 3 Yes. This is all will be documented. We have a dedicated slide regarding the gaps. This is the purpose of those discussions.

1:13:34 - Conference Room (MM- SKEC2 - L08) - Speaker 10 So at the end of those design workshops, we'll send you the deck and documenting I just wanted to ask Vada and Prathviraj and Achmad, do we have anything from Burut side that we have to mention on the preventive maintenance

1:14:00 - Unidentified Speaker part?

1:14:03 - Achmad Sonhaji (Borouge) Yeah, Nissan preventive, predictive or turnaround maintenance is applicable in OK, and and Vada is leading that team, right?

1:14:19 - Conference Room (MM- SKEC2 - L08) - Speaker 10 You're on mute if you're speaking.

1:14:21 - Conference Room (MM- SKEC2 - L08) - Speaker 6 Yes, yes. No, no, no, no.

1:14:35 - 1Ameer Ali Muhammed Kizhakkanikath (ADNOC Offshore - MATCATT) Can we hear from Vada, please?

1:14:39 - Waddah Al Tamimi (Borouge) Yes, we are from maintenance side. Yeah, we are from maintenance side. We're handling spare parts and related to preventive maintenance and corrective. But I believe this is purely, if you're talking about the preventive and the corrective, how it's made, and how it's created, then it is with planning team.

1:15:06 - Waddah Al Tamimi (Borouge) So is there any, what is your, what detail do you require for this?

1:15:13 - Nishant Keloth (Borouge) No, I was just wondering, like, from ad hoc perspective, is it something that we do differently or we do the same way?

1:15:24 - 1Ahmed GabAllah (ADNOC Logistics & Services) No, the same way.

1:15:25 - Waddah Al Tamimi (Borouge) Related to material you mean?

1:15:27 - Nishant Keloth (Borouge) Reservation on this front from maintenance planning perspective so that preventive maintenance whatever we do. So is it the same as per what Adnog does or we have any other different processes in that?

1:15:40 - Vignesh Perumal (ADNOC Group D&CS) I think I think Nishant what you're trying to ask your team is whether Baruj also you know starts creating work orders based on user experience or they have you have maintenance plans with task list and components and you have a maintenance schedule which automatically generates work orders. All these things. This is what you're asking your business. Yes, that's what I'm asking there. Yeah, OK.

1:16:08 - Achmad Sonhaji (Borouge) It's the same thing. Maybe maybe if you know if that can help with this, so yeah, maybe I think we have possibly so so right there and maintenance.

1:16:16 - Waddah Al Tamimi (Borouge) Yeah, we have a task list as well, yes. So it is basically based on user experience, and then task lists are generated as well.

1:16:26 - Conference Room (MM- SKEC2 - L08) - Speaker 3 What are the components in those task lists?

1:16:30 - Waddah Al Tamimi (Borouge) Yeah, there is components for sure.

1:16:33 - Unidentified Speaker Okay.

1:16:35 - Pratch Tontirittiphol (Borouge) May I? Yes, Praj. Okay. So in the preventive maintenance, when they create the Most of the item is not linked to the bomb. So it means when the work order is released, the planner will make reservation. Very less that the automatic make reservation in the work order. But for the turnaround, they use the work breakdown structure, the list, and then they make reservation manually. Okay for collective better than the same with other of co they are when they have some work order they make reservation directly through the work order.

1:17:25 - Conference Room (MM- SKEC2 - L08) - Speaker 3 Which agency are you?

1:17:27 - Conference Room (MM- SKEC2 - L08) - Speaker 8 I must also raise hand and Sheikh SALEM also raised hand earlier. Sheikh SALEM is waiting for quite a long time.

1:17:42 - Sheikh Saleem (ADNOC Logistics & Services) Just wanted to ask related because we as Adnok Logistics are not part of centralized procurement team or shipping vessels are mostly decentralized. How about this IVP planning will help Adnok Logistics?

1:18:01 - Conference Room (MM- SKEC2 - L08) - Speaker 1 Can you elaborate more because do you have any maintenance activity in Adnok Logistics which needs planning?

1:18:08 - 1Ahmed GabAllah (ADNOC Logistics & Services) Assalamu Alaikum. Can I add whatever, Sheikh SALEM, because we are in the same company. As-salamu alaykum, everybody. I'll tell you what we have in LNS. It is different, a little bit, because in the shipping, we have each store, as SALEM say, we don't have a centralized store. Each vessel has its own store. And our plant maintenance, as my colleague in other companies say, we have a preventive maintenance on both the vessels. And preventive maintenance, it is a work order generated automatically through the maintenance plan and there is a task list and there is a scheduling everything. Because this it is required by the third party inspection because we are all white and subject to other third party to inspect us. And it was compulsory for all major companies to have a preventive plan maintenance. But due to the limitation of our store on board, and we don't have a storekeeper and we cannot get any demand in the same time we are in the middle of the sea. We have our store, what we are taking some spare, which it is essential to doing the preventive maintenance according to what is the requirement in the task list. And this one, we are not maintaining component in that. Work order or in the task we are making the consumption during the work order confirmation. And this also why we do it through the work order confirmation. We are not making reservation. We are not making component in the work order because all of our users on board of Azure, they are contractors through the manning agency, which is you don't have a workflow know in our system. In the same time, the man who has stored keyboard for his equipment and his spare buttons responsible, we can call it responsible for some equipment. And because we have four person on board the vessel, each person has responsible for some equipment to cover all equipment on board the vessel, is responsible for the maintenance, responsible for maintaining the spare, tidies everything. Now, if I make this long process for It will take time from him because they don't have time because they are running in operations and they are also running in shift at the same time. If he create a reservation. There's reservation with go to the Marine personal manager who is not related to any technical. He's a VB. Whoever they have a contract with the mining agency. And if he put the superintendent who is for the operating the vessel, it will be a huge amount going reservation to the superintendent and approve and this one. At the same time, he cannot put himself because he's not an organization in charge. And even he can make this component in the work order, it will be similar to reservation. He has to put the person responsible For this one, we have a difficulties to processing some learning or something like that because we are in different environment.

1:21:38 - Conference Room (MM- SKEC2 - L08) - Speaker 1 So let me rephrase what I've understood so that you can correct me if I'm wrong. So you have maintenance plans, the maintenance plans are used for creating the work order. You have the task list in the maintenance plan, and you have component assigned to the task list of the maintenance plan. Is this correct?

1:22:02 - Ahmed GabAllah (ADNOC Logistics & Services) No, no, no. There is no component. I'm telling you why. So you just have task list without component. Exactly. Exactly. I'm telling you why. If I maintain the component, if I take component in the task list blindly, the user will go, suppose, for the coupling. I check the bolts and I put the bolts is available. He will go instead of checking, he will replace it because misunderstanding. He will replace it after 2-3 days. If something happened to the similar bomb, he will not have the bolts and he will ask urgent. We cannot supply him in the middle of the sea. That's why we are controlling by that one thing.

1:22:47 - Ahmed GabAllah (ADNOC Logistics & Services) It is before anybody has been consumed in spare part. He has to go to the chief engineer on board with his most experienced person on board the vessel. He can see the part it is can be used until we reaching or repairable or this one. And if he's in doubt, he's in consultation with the technical department in the company.

1:23:12 - Conference Room (MM- SKEC2 - L08) - Speaker 1 So first process is clear. You don't have any material plan in the maintenance plan. And the reason for this is that you have limited space and availability for spares. And you would like to consume the spare only when it is absolutely required. So even if you are planning something, but after inspection, if you feel that this does not need to be replaced, you will not replace. But if you make it part of the maintenance plan, then it might get replaced and lead to a reduced inventory available at your location.

1:23:46 - Ahmed GabAllah (ADNOC Logistics & Services) Exactly, exactly. It is absolutely understand now what I'm trying to say. We try to. We try to reduce the consumption as possible as we can, because we have four bump. We have two bump running and one stand by. If one if one bump running and failed, the other bump has to be stand by. It will be going operation and this ones he tried to repair it on Okay, unless if it is a major one, we have to arrange some workshop or something like that. There is another arrangement. That's why we are almost prefer the preventive maintenance to not lead to the major breakdown for the equipment to, uh, required assistant assured assistant because assure assistant. It is could not be available in any board because sometimes we go to the war board. We go to the Very difficult. Same like in Adnok in the West. Nobody can go in. That's nobody can go. Has to be sister card and this one. It is similar. We have the petroleum boat in our side in the other countries. Could be we could not also supply the food we have to get it from Singapore or Fujairah. Whatever this logistic it is easy for the visit because we have when we are entering the petroleum boat it is there is so because it is the it is highly risky area. That's why we have so many restrictions.

1:25:17 - Conference Room (MM- SKEC2 - L08) - Speaker 1 So let's come to the second part. When you have the work order, you also do not assign any component to work order. You only assign activities to the work order for the maintenance checking. And if if there is a need for replacement, then you consume the material only if it is getting replaced or else your work. So there is no upfront planning. And the consumption is only done when it is absolutely required. And that is what is issued to the work order, which means in a way you are.

1:25:45 - Ahmed GabAllah (ADNOC Logistics & Services) During the confirmation of the because we are squeezed. We are squeezed a good issue reservation and after that good received we are straightforward. Consume it during the confirmation in the Order exactly.

1:26:00 - Conference Room (MM- SKEC2 - L08) - Speaker 1 So when you are confirming the maintenance order, which are physically used and only consuming directly at the time of per quarter confirmation, which means. On high level, the process is very similar to corrective maintenance, even if it is a planned maintenance. The preventive part is only for planning the activity and not planning the material.

1:26:24 - Unidentified Speaker Yeah, yeah, yeah, yeah.

1:26:30 - Conference Room (MM- SKEC2 - L08) - Speaker 1 So now the second follow up question around it is, preventive maintenance and corrective maintenance physically are similar process from a material planning perspective then how do you forecast and plan material whether it is a different process for corrective and preventive or use same reorder point or how do you forecast the material to make sure it is available on your ship or on your location so that your operations are not getting impacted.

1:26:59 - Ahmed GabAllah (ADNOC Logistics & Services) Okay now you see now we have our maintenance plan. It is we have make a scheduling to be a beard for six months. Okay, now the chief engineer. The chief engineer every month he can see the preventive maintenance for the next six months. What is the requirement? And he checked his inventory because these people they are they have, as I told you, four person each person in his equipment. He will see what is the major overall and what is the major kit he has and he informed the chief engineer by that one he can planning and he can raise a requisition and consulting the technical supervisor for that one because we have a site of six months.

1:27:49 - Conference Room (MM- SKEC2 - L08) - Speaker 1 So essentially what you are doing is you are looking at the maintenance plan manually and then looking at your inventory and manually coming up with a requisition for which is to be ordered based upon the experience and the maintenance plan.

1:28:02 - Unidentified Speaker Exactly.

1:28:06 - Conference Room (MM- SKEC2 - L08) - Speaker 1 And this process is applicable only to LNS is what we understand, correct?

1:28:12 - Ahmed GabAllah (ADNOC Logistics & Services) Yeah.

1:28:13 - Sheikh Saleem (ADNOC Logistics & Services) In addition to what Gavela is saying, most of the requirements for all vessels are through reservations. But if you are taken care through work orders and Yeah, so so that's what we understand.

1:28:29 - Conference Room (MM- SKEC2 - L08) - Speaker 1 The manual reservation is created by reviewing the maintenance plan and available inventory so that the replenishment to the vessel can be triggered to manual reservation.

1:28:39 - Ahmed GabAllah (ADNOC Logistics & Services) Can I add something here? Because now you see we have two types of the ship. We have two types of the ship. Ship stationary in UAE. Which it is. We call it OMS or Marine ship for the rakes and this one. This one it is available in anyway. The other shipping offshore going with the ship management. Offshore going this going or ocean going. It is not stationary anyway. Only stationary way who serving Zerko, Das Island or the ways or something like that. Both handling and this one. What Sheikh Salim, he mean that one. This one it is manual reservation done either by the master or by captain, this marine superintendent, through the central store, which SALEM is controlling that one. From us, only from the shipping, because we have two divisions, for the shipping only we are doing through the requesting BBE only, because to be as ad hoc standard. And this we supply to them at Fujairah or we are dispatched to any board if they are not coming because some ships not coming UEE for one year or two years. What we do, we request for the safety item, we take it from the store from ship Sarib, through the reservation work order, done maintenance work order, we make it reservation for the PPE, And after that, dispatch it with the nearest port. They are there. At least we maintain the safety PPE at his ad hoc standard. This is the only item which we are dealing with Sheikh SALEM on that one. But the other things with the international with the international supply.

1:30:37 - Conference Room (MM- SKEC2 - L08) - Speaker 1 So so not all the materials are procured through Adnox Adnox standard process and some of the materials based upon where the ship is in the ocean can be locally from the international market.

