Supply Planning - Purchasing & Refurbishment  
mar, 24 de sep de 2024

0:03 - Conference Room (MM- SKEC2 - L08) - Speaker 1 Hi Najeeb, we'll start in a couple of minutes. Permits.
47:41 - Murugan Kaliaperumal (ADNOC - PE&ICV) And there you wanted to say something while you were talking. Anyway, after your clear or call of order, IBP has no action to be done as per current plan, right? We are using this only up till releasing inventory requirement. So what is happening in sourcing is completely different topic.

48:03 - Vivekananthan Kathiresan (ADNOC Refining - HQ) Yes Murugan few manual PR situations is also there one first is emergency requirement second is second is SPI or internal ordering and third one is no cure no pay pay PRs so so this type of manual PR also is

48:26 - Murugan Kaliaperumal (ADNOC - PE&ICV) if you create it is okay during next MRP run, those quantity will be automatically considered as outstanding PR or PO.

48:35 - Vivekananthan Kathiresan (ADNOC Refining - HQ) It's okay for whatever it is. This SPIR, there is a separate purchasing section is there. So, is manner PR clear?

48:44 - Murugan Kaliaperumal (ADNOC - PE&ICV) Very great, one topic at a time. Is your manner PR question clear? You can still create manner PR after IBP while using IBP on need, emergency requirement, or whatever specific reason, okay? You can create manual PR. Your PR will go for RFQ process. Will be done. During the next replenishment for that particular material codes, it will recognize that PR automatically as outstanding PR or PO. So, the rest of the quantities only will be considered for replenishment purpose, right?

49:19 - Vivekananthan Kathiresan (ADNOC Refining - HQ) So, that is not an issue. Demand aggregation program. It includes out of say for one example for flows or pumps. There are 5060 items under one PR in one MRP run out of 50. There are 10 items is comes under SPR internal ordering, so those items we need to segregate and we have to create a separate PR. No Morgan.

49:43 - Murugan Kaliaperumal (ADNOC - PE&ICV) Wait, wait, wait, SPR. You come to second question. What is your concern in SPR? No SPR. There is a level made by MRP and it is trying to release a MRP order. Is that your concern?

49:59 - Vivekananthan Kathiresan (ADNOC Refining - HQ) Once a level is made while procuring this item, this purchasing item, this PR should go to the project material purchasing team. So for that purpose, we need to create a separate PR because when we are clubbing all together as a regular replenishment, all this work order turnaround, All these quantities under one.

50:21 - Murugan Kaliaperumal (ADNOC - PE&ICV) We had already discussed this in the project project team. Probably you are not there. The SP in the project discussion at last week we had. It has been clearly identified that two different purchases will happen through SPR. One is purchase orders to direct supplier. So in AIM tool there is a differentiation already made which item goes for the EPC contractor and which item goes for sourcing.

50:47 - Vivekananthan Kathiresan (ADNOC Refining - HQ) Okay, that's good. When it comes to the PR MRP program, it does not identify which one you are talking about current situation.

51:00 - Murugan Kaliaperumal (ADNOC - PE&ICV) Yes, that's what I'm saying. It has been already discussed part of IBP requirement. So the flag available in AAN will differentiate which PO goes for the EPC contractor and which will go for PR. Part of MRP. So, this concern is already addressed. During the design section, we can re-evaluate this. Topic is already addressed. What is the third topic you are telling, sir? If you want to note down, Khalid, you can note down this in project SPR demand requirement or demand consolidation. We will have two workflows. One is for ordering from the EPC contractor second from a and tool you can differentiate this and second thing is to raise a PR to sourcing purpose so two different workflow was discussed and it shall be considered in the design session.

51:58 - Vivekananthan Kathiresan (ADNOC Refining - HQ) What is the problem sir? Up to differentiation is fine then the same logic should be applied in PR consolidation also logic also That's what I'm saying.

52:08 - Murugan Kaliaperumal (ADNOC - PE&ICV) Those that are really really two different workflows. So during the design session we will ensure that these two different workflows are working as what we want. If it is technically something so one challenge. Not a taken care it has been addressed, so during this design session they need to. We need to ensure it is taken care. You had one more concern, Vivek.

52:36 - Vivekananthan Kathiresan (ADNOC Refining - HQ) Yes, Murugan this turn around turn around quantities of the reserved items. Also, we need to segregate. There are separate purchasing team is available. So the Yes, consolidation consolidation. OK. And

53:00 - Murugan Kaliaperumal (ADNOC - PE&ICV) materials you are ordering in the country? There is a flag in the PR. Yes, yes, yes.

53:11 - Rahul Patel (ADNOC Group D&CS) Can you elaborate?

53:12 - Murugan Kaliaperumal (ADNOC - PE&ICV) Keep an open point. We discussed one of the projects. Few project types we discussed. One of the project type is for finance. It is project for AGCC. It is actually maintenance requirement. We might have work orders for turnaround, right for will will work over. Right, so this is what they're calling this turn around. You will have work order for input for IBP's work order. For demand aggregation while creating PR, they want to add a logic. Keep it as open point return in during the design session will address this. Demand consolidation. Constraint turnaround slash. Overhauling slash.

53:57 - Rahul Patel (ADNOC Group D&CS) So based upon the usage where the maintenance pair is going to get used, they want demand consolidation.

54:06 - Murugan Kaliaperumal (ADNOC - PE&ICV) No, based on how the purchasing, tendering or sourcing is happening, they wanted to consider. Earlier we considered product group and manufacturer. There is a separate team now identified for turnaround. We'll come back to you on the subject. We need actually purchasing team as well on this. Discussion probably during the dissent stage we'll decide this but keep it as an open point for the subject. Wait Nishant one minute, Vivek that is addressed right? Yeah these three are the topic right? Because team 1 was most of valid point because refinery was extensively using this MRP for three years. Few more companies were using so anybody had any challenges we would appreciate to discuss during this time because IBP is a replacement for MRP planned order we are planning for. OK. Nishant Sir, sorry, go ahead.

55:12 - 1Nishant Keloth (Borouge) Yeah, so if if we are going to generate a planned order out of IBP as a final output, then the PR clubbing we don't have to do anything, right? Because anyhow that plant order will be pushed in into S4 and the same program can continue to continue to run, isn't it?

55:28 - Murugan Kaliaperumal (ADNOC - PE&ICV) We were discussing to have PR generated from STO, sorry from IBP because MRT plant order across plant is not considering STR, STO.

55:46 - Conference Room (MM- SKEC2 - L08) - Speaker 2 See the main purpose we are generating the plan order in S4 was to consolidate the PR because we cannot correct correct yes yes yeah so yeah so this will see in the design sessions whether we will need to generate

56:00 - 1Nishant Keloth (Borouge) a plan order or probably PR right the main purpose is to consolidate yeah I got it so my my point is in case the segregation is going to happen in IPP then the segregation logic for will have an addition for the optimal part. Because based on decentralized or centralized.

56:21 - Murugan Kaliaperumal (ADNOC - PE&ICV) For all agencies, very correct. For all agencies, decentralized, centralized. Very good, yes.

56:27 - 1Nishant Keloth (Borouge) So because we have some additional.

56:29 - Conference Room (MM- SKEC2 - L08) - Speaker 2 You need to understand this one, decentralized and decentralized, because right now the purchasing, we have a purchasing shared services. So all these centralized materials are procured by them, while decentralized materials are procured by them.

56:43 - Murugan Kaliaperumal (ADNOC - PE&ICV) Demand based on purchase organization. Demand based on purchasing group, I would say. Purchase organization slash purchase group. Yeah, it's also what Vivek was addressing.

56:55 - 1Nishant Keloth (Borouge) Yes, because central is actually picking up a separate purchase organization and and different groups altogether. Yes, sorry, why am I raising this issue is because we already have a lot of lot of issues going on.

57:08 - Murugan Kaliaperumal (ADNOC - PE&ICV) Your subject was your.

57:12 - Conference Room (MM- SKEC2 - L08) - Speaker 1 So what is the centralized team responsible and the decentralized team responsible?

57:20 - Murugan Kaliaperumal (ADNOC - PE&ICV) Centralized team is responsible for almost all the common items purchased across all AGCs and even spare parts or general material used for maintenance purpose. Some of the AGCs would like to have some products uniquely for their business, not to be performed or considered under central sourcing. So for example, Buruj are buying some raw material.

57:49 - Dhya Aldain Abdulaziz Awadh (ADNOC Drilling - PD) Adnok Food also.

57:52 - Murugan Kaliaperumal (ADNOC - PE&ICV) Adnok Food, you mean non-distribution?

57:56 - Dhya Aldain Abdulaziz Awadh (ADNOC Drilling - PD) Adnok Food, they have their decentralized material. I believe you know.

58:00 - Murugan Kaliaperumal (ADNOC - PE&ICV) Most of them, many companies have, for purchasing alone, the sourcing team alone was decentralized for specific metal group like Buruj had raw material they're buying, some packing material they're buying, refinery had some unique chemical they're buying. So some AGCs during optimal or while procurement was consolidated under center of scale for some specific product categories AGCs are continuing sourcing action. So we have generated. You would like to generate it based on those categories. We are having those categories so we can decide the logic later on. Well, the decision, but this point is to be considered that one of the year consolidation shall consider also the purchase organization slash purchase groups purchasing group.

58:53 - Conference Room (MM- SKEC2 - L08) - Speaker 1 So you're different differentiating it by purchase organization B groups.

59:07 - Murugan Kaliaperumal (ADNOC - PE&ICV) like well we are running well consolidating PR we consolidate by metal MRP controller also right we have many logic we add MRP controller similarly we will add another logic to that another condition to the logic.

59:31 - Dhya Aldain Abdulaziz Awadh (ADNOC Drilling - PD) In our case, can you show the slides again, please?

59:38 - Murugan Kaliaperumal (ADNOC - PE&ICV) That slide, that flowchart, we need to correct. Carol is selling that flowchart. I will correct it. That's not in line with procedure. This flowchart I will correct.

59:47 - Dhya Aldain Abdulaziz Awadh (ADNOC Drilling - PD) But in our case, the BRs for the existing LTBA, it is not approved BR. It has to be approved by the inventory engineer.

59:57 - Murugan Kaliaperumal (ADNOC - PE&ICV) That's correct. This is not in line with procedure.

1:00:08 - Unidentified Speaker I don't know. Maybe it has been updated.

1:00:10 - Murugan Kaliaperumal (ADNOC - PE&ICV) Not the corrected one, not the corrected one. Send me this. I'll send you the corrected one.

1:00:17 - Conference Room (MM- SKEC2 - L08) - Speaker 1 SOPRs are not automatically approved.

1:00:20 - Conference Room (MM- SKEC2 - L08) - Speaker 2 Inventory controllers are approved.

1:00:24 - Murugan Kaliaperumal (ADNOC - PE&ICV) No, no, no. In some cases PRs are approved automatically, like in call of order case procedurally PRs are not to be reviewed. We will correct and give this and let us discuss during the session.

1:00:37 - Unidentified Speaker Okay.

1:00:40 - Conference Room (MM- SKEC2 - L08) - Speaker 2 So all the, Murugan, one question is, so all the LTPA PRs are auto approved?

1:00:47 - Murugan Kaliaperumal (ADNOC - PE&ICV) That was the design in between some exception happened. We'll discuss later on that exception should be removed Okay, it's double work. Why will I approve a PR and then I approve a call of order again the same delegation of authority In the existing situation the PR approval is by the This one inventory engineer, but the call off is by The logic was designed like this, but then it is changed. I'll tell you where it has got changed. The PR generated goes for review. What will the inventory controller PR of LTP? Is now segregated with respect to one LTP. The inventory controller can add quantity or delete quantity, reduce quantity. Or you can even delete a line and make a STO from somewhere else, right? So he's correcting the PR only to do the replenishment activity. He's not approving it, right? Because by value you cannot approve any document. We'll get into trouble if you approve a PR. So while he's saving. The PR is auto approved so that the call of order is released with the exactly The call of order goes for delegation of authority. Your PR is used only to correct the replenishment data, not meant for approval. Related PR. So in that case, as per delegation of authority, only call of order document is approved. But there was something that happened in part of eMarketplace.

1:02:34 - Dhya Aldain Abdulaziz Awadh (ADNOC Drilling - PD) But if it is approved, it will not come to me. It will automatically becomes a call of order. So I have to review it first.

1:02:45 - Murugan Kaliaperumal (ADNOC - PE&ICV) That is what I'm addressing. So PR is not approved by inventory engineer. He is reviewing the PR for replenishment purpose, correcting the quantity, deleting the line. Maybe he wants to create STO. So he's just doing replenishment. Instead of doing it in a hard copy paper, he could have Then in the PR is correcting. So those things and just saving the PR is not rooting it for approval. If you say you're rooting it for approval, we're getting into governance issue. We don't have any PR approval authority with the with the staffs as per DOA document, right? So you're just correcting the replenishment data in the PR saving it. The PR was supposed to be auto corrected, of order and then the call of order goes for delegation of authority. As per the procedure, the call of order goes for delegation of authority. There is a LTP available. So this was the design. There is a small change with respect to E marketplace, which is done college till now. We do not resolve it. That is kept open. We'll resolve it. We will not have such PR approval in our process in future unless until our procedure is corrected. That will discuss separately. Marketplace topic we need to discuss separately. All PR generated. Through IBP. Will be approved under. Yes, please go ahead.

1:04:16 - Conference Room (MM- SKEC2 - L08) - Speaker 3 It's a bad interchangeability. If I have two different items, for example, not much was item came under two different pay up in the IPV. Does it have the feature to tell me This item has same part number of this item.

1:04:34 - Murugan Kaliaperumal (ADNOC - PE&ICV) This was not expected part of this tool. They're having another cleaning up activity domain done parallelly. The medicine engineering team. They will provide unified code across all items. Both MDG and AN has the facility to identify and tell what are the duplicate items. So we need to use those tools your middle record. Is not intended to do the job. Even if it is doing, we're not sure. One of the team, the consultant said it's not possible, but we are not intending to do that. If you have two different code currently until unification is done, the only option is delete one line, put that quantity in the other code and try to buy that. That's the current manual activity, madam.

1:05:25 - Conference Room (MM- SKEC2 - L08) - Speaker 2 Yeah, SALEM, Sheikh SALEM, you want to say something? If it's different material.

1:05:29 - 1Sheikh Saleem (ADNOC Logistics & Services) Mr. Khalid, I just wanted to ask, because we belong to Adnok Logistics, there are PR generated MRPs then for the vessel also. This in for vessel, I don't think it's feasible for the, because the vessel engineers cannot review it. It is the technical team in the base who reviews the PR. So is it applicable for shipping vessels?

1:05:53 - Murugan Kaliaperumal (ADNOC - PE&ICV) Wait, wait, wait. Sorry, but currently are you using shake? Are you using a mark? Are they using a market on?

1:06:00 - 1Sheikh Saleem (ADNOC Logistics & Services) Mark is run, but I don't think they are using it.

1:06:04 - Murugan Kaliaperumal (ADNOC - PE&ICV) They're doing they're creating manual PR right manual PR. Yeah, we would suggest them to use a MRP or. They don't. They cannot use STO because within one vessel you cannot transfer to other vessels. So yeah, they can still go and use MRP better. Great manual PR this is waste of time after having SAP if they still feel there is that MRP is a challenge for them they can use IBP we would not suggest anybody to use manual great manual PR unless until it is mandatory case to case.

1:06:39 - Sheikh Saleem (ADNOC Logistics & Services) Yeah what I say is that we solve all the hurdles what we are facing when the MRP is run like reservations are still valid and all if it is removed then I do not think it is a big issue we can directly convert it into PO if but we have to clear all the old hurdles which we are facing in the current MRP.

1:07:07 - Conference Room (MM- SKEC2 - L08) - Speaker 1 Let me add a shipping team if we can highlight something on So while you're adding the shipping team, if someone can give us an overview for the replenishment of chemicals.

1:07:36 - Unidentified Speaker It's an important point.

1:07:39 - Conference Room (MM- SKEC2 - L08) - Speaker 4 a chemical operation or production materials. Anyone from the agencies can explain the process here, the management?

1:07:51 - Murugan Kaliaperumal (ADNOC - PE&ICV) I don't know, I guess.

1:07:55 - Sheikh Saleem (ADNOC Logistics & Services) Murugan has joined. Ahmed just, we are in a meeting right now, just wanted to, from a shipping process, Do MRP run and what action has been taken for MRP run PR? Is there any MRP run or you are doing any manual PR activity?

1:08:17 - Ahmed GabAllah (ADNOC Logistics & Services) No, we are doing no MBR manual activity. Why? Because if I run MRP, it will be creating a lot of break even equipment and for one equipment.

1:08:34 - Conference Room (MM- SKEC2 - L08) - Speaker 1 Because this is very good.

1:08:38 - Ahmed GabAllah (ADNOC Logistics & Services) Sorry.

1:08:39 - Conference Room (MM- SKEC2 - L08) - Speaker 1 We cannot hear you. I think, uh, there's something with, uh, now it's okay.

1:08:48 - Unidentified Speaker Now it's okay.

1:08:49 - Conference Room (MM- SKEC2 - L08) - Speaker 1 Yeah, it's better.

1:08:50 - Ahmed GabAllah (ADNOC Logistics & Services) Yeah.

1:08:51 - Unidentified Speaker Yeah.

1:08:52 - Ahmed GabAllah (ADNOC Logistics & Services) Now, when, for example, I have a turbocharger for the diesel generator and I have around 500 material. If I make a, this automatically would be run every day for two items three items and it will be create two or three BR because it is in material wise not in the otherwise not build the equipment. That's why the procurement department will receive a lot of BR in the same time. That's why we are making due to the ship's need.

1:09:41 - Sheikh Saleem (ADNOC Logistics & Services) Actually we are some most of our items for ADNOC LNS are decentralized we are not part of the centralized purchasing group so all our activities are done in it through our purchasing department.

1:09:59 - Conference Room (MM- SKEC2 - L08) - Speaker 2 But do you still have centralized items?

1:10:02 - Sheikh Saleem (ADNOC Logistics & Services) Centralized items do we have like non-stock items and something which is related to HSE and all like that but most of the items are done internally by our purchasing department because we have got an exception for shipping vessels because

1:10:22 - Conference Room (MM- SKEC2 - L08) - Speaker 2 they They are into logistics and they have vessels.

1:10:31 - Sheikh Saleem (ADNOC Logistics & Services) Vessels are sailing all over the world.

1:10:37 - Conference Room (MM- SKEC2 - L08) - Speaker 2 So, you guys are not creating work order, reserving materials, you are doing all those process, you are following for each vessel, right?

1:10:46 - Sheikh Saleem (ADNOC Logistics & Services) No, we are doing, we are not, most of the is based on reservations. Reservation created by the end user and work order is there for the asset integrity where they are doing any maintenance activity or they are doing activity related to forklifts and all operation they do a work order based activity. But for vessel wise lot of the it is through reservations.

1:11:20 - Conference Room (MM- SKEC2 - L08) - Speaker 4 Also, we need to hear from Adnan Ghaz. Anyone from Adnan Ghaz, Balaji?

1:11:24 - Murugan Kaliaperumal (ADNOC - PE&ICV) Yes, sir. One minute. Yes, sir. Sheikh, for LNS, any items managed by inventory for planning or replenishment purpose, you shall use IBP. You may avoid doing manual planning or manual PR call for creation unless and until it mandates for a specific item to item basis. The IBP tool is supplied for all inventory related activities across AGC, either centralized or decentralized. Vessel, it is still your call because inventory management I think you are not involved in planning or replenishing vessel related item. So the IT can make a decision. Can use whichever comfortable for them we don't have anything to comment on that okay so inventory related areas whatever concerns you have we can understand and like rectify during this IBP basically we are trying to collect every AGC's concern when they are using MRP and we'll try to rectify part of this IBP solution All have been notified whatever we had a discussion it is already been captured.

1:12:42 - Sheikh Saleem (ADNOC Logistics & Services) Inventory managed it is very quite clear I have an apprehension related to shipping so it was clear that shipping plant is not part of the MRP areas you know.

1:12:54 - Murugan Kaliaperumal (ADNOC - PE&ICV) They can use it in a better way but if they have decided to handle manual PRs it is their IT might color. It's actually basically your guy should talk to them and see if they have any concerns how it is to be handled. They want to use IBP. Is one of the best planning tool for mental management. Many other planning they do, but it is good to use that right? Maybe if we want we can have a separate session with them.

1:13:21 - Vignesh Perumal (ADNOC Group D&CS) Give them a demo and they will have to come up with a use case more than from their side. See the tool can do you know planning. But you know, the vessel inventory and planning is a little bit different from how we do the others. Let them come up with a use case. We will see whether this tool can suit their requirement.

1:13:41 - Unidentified Speaker Right. OK.

1:13:47 - Ahmed GabAllah (ADNOC Logistics & Services) Yes, Alia, anything else on my side?

1:13:51 - Unidentified Speaker No, you can leave, Mohamad.

1:13:53 - Murugan Kaliaperumal (ADNOC - PE&ICV) Yes, sir, started something. Yes, sir, you were saying something.

1:13:58 - Conference Room (MM- SKEC2 - L08) - Speaker 4 Yes, Murugan. We need to hear also from any other companies because we know that managing of chemicals and operation materials, especially the chemical, is a sensitive point here. We need at least to hear from them their challenges and what are the expectations from my BP team here. Okay, okay.

1:14:17 - Murugan Kaliaperumal (ADNOC - PE&ICV) Balaji, can you explain your chemical planning process then, probably from refining Vivek or anybody?

1:14:25 - Balaji Gopalsamy (ADNOC Gas - PD) Sorry, actually I wasn't testing your detesting. Yeah, see for us we don't maintain any specific item for decentralized and we used to have all these items to go through the centralized, but based on the MRPR torrent PR conversion, it goes based on the value. Even if the PG is belongs to cell services, if the PR value is less than is being decentralized here automatically. Have any control on that. And especially this UAT run almost 50% it is decentralized because of value PR value. So is there any any way possibilities to remove the restrictions and push everything to the serve services and wherever the workbench aggregation is not possible only to decentralize those fears? Is there any way to implement that? Because if the centralized CSO organization. It's a it has a workbench. It's a consolidation of RFQs further. No, it's it's quite OK, but for decentralized here in locally. It's the aggregation. No, it's it's very hard. So that also if we are sending 1500 peers within a month, then it will be very hard for them to handle further. And this is one issue and another issue is. As I later. Currently the consolidation is not pushing any POS to turnaround teams. So based on the turnaround ID, so we need to see the possibilities to push the items which belongs to turnaround to the separate team, POS team.

1:16:08 - Vignesh Perumal (ADNOC Group D&CS) That has always been an issue with the traditional MRP, right Balaji? I think all companies, whenever there are requirements for projects and when MRP runs it, it combines it with the other requirements and nobody can track whether this specific quantities for project or for this is one of the key another issues that we have for tracking.

1:16:38 - Achmad Sonhaji (Borouge) Thickness, we have here in bullets, so we have separated the tunnel and normal. So we use WPS.

1:16:47 - Vignesh Perumal (ADNOC Group D&CS) Yeah you are using WBS but in here in the ERP not everybody is using the PS module for projects. They use even the work orders for the shutdowns you know. So when they do that now what it does is it all creates the reservation. It doesn't create a project you know requirement. It all creates a reservation and when planning is done for that material, it will combine all the quantities into one bucket. So if you use PS module, that will be the best way to have your projects differentiated from your regular maintenance work orders. But they are not using like that in the one ERP now. So maybe it's a procedure that needs to be.

1:17:41 - Achmad Sonhaji (Borouge) Yeah, maybe they can look at that option.

1:17:43 - Vignesh Perumal (ADNOC Group D&CS) Yes, yes. You are right.

1:17:45 - Conference Room (MM- SKEC2 - L08) - Speaker 2 Actually, in one of the sessions, EM has this request. Mazhar was requesting that if we can use the project systems.

1:17:54 - Vignesh Perumal (ADNOC Group D&CS) See, I'll tell you, nothing is preventing them from using the project systems even now. See, nothing was preventing the users from using the project system since Go live, but they have not adopted such a practice. It is not that IPP needs to come and resolve this issue if they had used the project system then this segregation could have been done but probably this will should be taken up as a change management also call it to streamline this as part of this initiative.

1:18:29 - Murugan Kaliaperumal (ADNOC - PE&ICV) For chemicals it is good they use this process order production order process order right there is something called process production order.

1:18:38 - Vignesh Perumal (ADNOC Group D&CS) It is possible that is the PP integration. Now we have, you know, see work orders are EAM integration objects, project systems are for projects, then process order and production orders are coming from the PP module. See, wherever the things are coming from, it will end up creating a reservation. See, work order or process order or PS module, at the end it creates a reservation now when you actually under a network element if you create a material there is a separate planning possible on it and it will not combine that with you know the the operational one so the project team can clearly track you know our requirements their schedules their purchases now because they are using work order for everything chemical I'm saying this because chemical lands up

1:19:37 - Murugan Kaliaperumal (ADNOC - PE&ICV) Will block only on CAPEX, right? Yes. Chemicals are going to operation expenses. So that's why in one of the discussion earlier we said this, even Nabil was talking in that. So we said we never used other than Baruj, I think nobody used this process protection or PPA.

1:19:56 - Vignesh Perumal (ADNOC Group D&CS) You have this requirement, Murugan. We will try to find a solution for this, okay?

1:20:01 - Murugan Kaliaperumal (ADNOC - PE&ICV) Very good. We will get a solution for this. Should we raise from inventory or should the operation team raise this? Because they need to use this module, right?

1:20:14 - Vignesh Perumal (ADNOC Group D&CS) I will have it as a requirement. Now what we will do as part of this project, we will do brainstorming and we will agree on the way forward.

1:20:21 - Murugan Kaliaperumal (ADNOC - PE&ICV) Put it as part of the requirement, that's fine.

1:20:24 - Unidentified Speaker OK.

1:20:26 - Murugan Kaliaperumal (ADNOC - PE&ICV) So this is required for all companies, especially downstream because you know using the process order.

1:20:33 - Raghavendra Mithal (ADNOC Refining - HQ) The problem is in refining, for example, the planning is done outside in the PIMS system, you know, for the hydrocarbon production. And the process order is created. In the process order BOM, you do not have chemicals.

1:20:49 - Murugan Kaliaperumal (ADNOC - PE&ICV) You have only the hydrocarbons and maybe the steam, those things. Yeah. So, probably they are using PPA, only they need to enhance it for the material requirement, chemical requirement.

1:20:58 - Raghavendra Mithal (ADNOC Refining - HQ) There is a lot of change, but yeah.

1:20:59 - Vignesh Perumal (ADNOC Group D&CS) Of course, yes, yes, yes.

1:21:02 - Murugan Kaliaperumal (ADNOC - PE&ICV) This was discussed earlier, maybe we never had this practice in most of the agencies during the IPP session, so we did not. At least now we can try again to get the data in track in the ERP.

1:21:19 - Achmad Sonhaji (Borouge) Murugan and Gurush, we have a team for the production planning team, so they are handling the MRP for the production.

1:21:30 - Murugan Kaliaperumal (ADNOC - PE&ICV) production planning. All your chemicals they're giving order from the PP model right? Yes PP model. So your MRP is consigned to you those orders also while creating, generating PRs?

1:21:52 - Achmad Sonhaji (Borouge) Actually for us it's not, we are not handling that one. That one is handling by production team planning.

1:22:00 - Murugan Kaliaperumal (ADNOC - PE&ICV) But we are raising PR, Inventory is raising PR for or call for many of the chemicals, right?

1:22:07 - Achmad Sonhaji (Borouge) Yeah, but for us it is not related with the production, only for the common one and MRO.

1:22:15 - Hajaratkhan Khan (Borouge) Common chemicals, Murugan, we are raising the PR for against the reservation, particularly plastic soda, such chemicals. Material and finished goods packaging all driven through the production planning. Initial PR is created by them. We will review and we will end off.

1:22:40 - Murugan Kaliaperumal (ADNOC - PE&ICV) Joko is looking at it, right? Chemicals, what you are handling. Yeah. Nishant, one minute. How is your demand coming to you through Excel sheets?

1:22:53 - Hajaratkhan Khan (Borouge) Through production planning. So.

1:22:59 - Murugan Kaliaperumal (ADNOC - PE&ICV) He has done from their side, right? Yeah, no, for those chemicals what you're saying, which you raise PR. How do you get your entire demand through reservations? So they make.

1:23:14 - Rahul Patel (ADNOC Group D&CS) So basically Murugan, this is a whole from keeping. So generally if you make it part of your production, right? So the moment you create a production or process order, those components are not treated as indirect to be ordered separately, but those are treated as direct as part of the Bill of Materials. We need to mention it as part of Bill of Materials. The moment you raise a production order, the dependent requirements come from production order or process order to these components, which drive reservation, which subsequently drive the procurement process if they are purchased.

1:23:41 - Murugan Kaliaperumal (ADNOC - PE&ICV) Wait, sir, wait. Khan, those chemicals what you buy, you make PR, how do you get input through either reserve against cost center or work order. So, they do not.

1:23:57 - Hajaratkhan Khan (Borouge) These are not the reserve through production order.

1:24:00 - Murugan Kaliaperumal (ADNOC - PE&ICV) They do not. So, do you handle chemicals only for turnaround purpose?

1:24:04 - Hajaratkhan Khan (Borouge) No, normal also Murugan, this caustic soda and sulphuric acid these are regularly required.

1:24:10 - Murugan Kaliaperumal (ADNOC - PE&ICV) So, for that there is work order, maintenance work order or manual reservation. Manual reservation.

1:24:19 - Murugan Kaliaperumal (ADNOC - PE&ICV) Okay, so wherever production order is there, your production planning team is doing the MRPR planned order and they are creating the PR, right?

1:24:28 - Hajaratkhan Khan (Borouge) Yes, yes, initial PR is created by them, then it will come to us, we will review the stock cover, warehouse capacity and all these expiry and other issues and based on that we will endorse the PR.

1:24:44 - 1Nishant Keloth (Borouge) tools for optimization.

1:24:46 - Murugan Kaliaperumal (ADNOC - PE&ICV) Any other organization using PPA? Is distribution using PPA? Any idea? They're actually, they're also doing manufacturing and they're also doing sellable goods trading. Anybody from Mohamad Gaffa.

1:25:20 - Vivekananthan Kathiresan (ADNOC Refining - HQ) Refinery, the regular recovery chemicals is already levels are set during the based on the post consumption and as well as the it is done. Frequent review has been done by our operations team. Various units we have various three refineries and general utility plant. All these are regularly reviewed by our operations teams. If there is any change in business production, business plan, production plan and they will inform us and any additional requirements is being managed through work or no manual reservations.

1:26:03 - Raghavendra Mithal (ADNOC Refining - HQ) But Vivek, see our manual reservations are only for withdrawal purpose. The planning is done outside, right?

1:26:09 - Vivekananthan Kathiresan (ADNOC Refining - HQ) Yes, yes, this is done by them and through various units or one we have several units. So individual operations team is reviewing their dosing rates and all those things and they will give us the requirement and they will inform through email or as well as some additives will come through memo. And accordingly we will arrange the agreement and delivery dates with the suppliers.

1:26:41 - Raghavendra Mithal (ADNOC Refining - HQ) Yeah, so that's why the demand is not coming from reservation here. So the demand every estimated outside, not not everything.

1:26:48 - Vivekananthan Kathiresan (ADNOC Refining - HQ) Yes, there are various scenarios there in. Refinery one is the regular used chemicals, some additional demands and additives and absorptions are different categories. So everything has a different scenarios and Finally the demand comes from operations to inventory engineer for the processing of the procurement or issuing call for us.

1:27:16 - Unidentified Speaker Yeah.

1:27:34 - Conference Room (MM- SKEC2 - L08) - Speaker 1 Um, yeah.

1:27:40 - Conference Room (MM- SKEC2 - L08) - Speaker 1 Sorry, I'm just, uh, going my notes.

1:27:50 - Conference Room (MM- SKEC2 - L08) - Speaker 1 Murugan, would you be able to, if you can give us an overview for the rotable materials?

1:28:07 - Conference Room (MM- SKEC2 - L08) - Speaker 1 Yeah, repairs. How do you manage the repairs and how do you specify that this material is not, uh, we won't, uh, go through. Yeah, we won't purchase it from a supplier, but we'll, uh, let's say repair it. How's it reflected in the, in the system?

1:28:32 - Conference Room (MM- SKEC2 - L08) - Speaker 2 Here's the material is marked as a repair, but I don't know what the But how do you do the repairable process? So let's say if the MRP generates PR.

1:28:46 - Conference Room (MM- SKEC2 - L08) - Speaker 1 How do you know that it has to be repaired?

1:28:49 - Conference Room (MM- SKEC2 - L08) - Speaker 3 Maintenance agreement.

1:28:53 - Conference Room (MM- SKEC2 - L08) - Speaker 2 So they'll create a service order for it. It's not with us.

1:28:58 - Raghavendra Mithal (ADNOC Refining - HQ) Even like for replenishment. Repairable, we do not follow any refurbishment process at all. It is carried outside the system and they are monitoring outside the system. So MRP wouldn't know that also. Yeah, so actually. Yeah, I wouldn't know, but actually there was a request from you know the inventory saying that if it is a repairable item, it should not run MRP.

1:29:22 - Conference Room (MM- SKEC2 - L08) - Speaker 3 Yeah, it's repairable. Why you should replenish?

1:29:27 - Conference Room (MM- SKEC2 - L08) - Speaker 2 You can update the MRP parameters.

